customer_id,first_name,last_name,gender,dob,location,total_orders
956,Timothy,Morris,M,1974-09-23,New Sergiomouth,1
957,Michelle,Black,F,1971-06-08,Armstrongfurt,12
958,Shane,Fernandez,M,1969-05-16,Lisaport,10
959,Matthew,Smith,O,1998-04-14,Bonnieland,35
960,Vickie,Herman,M,1976-01-14,Johnstad,23
961,Eric,Robles,F,1965-10-10,Dawntown,38
962,Laura,Hunter,M,1977-09-01,North Dustin,9
963,Wendy,Skinner,M,1991-08-17,East Debra,2
964,Nicholas,Ortega,F,1971-12-28,Harristown,35
965,Sheila,Walker,F,1980-07-16,Dianeview,27
966,Kimberly,Tucker,F,1975-05-14,Woodshire,39
967,Ashley,Martinez,O,1976-08-16,Chapmanfort,20
968,Brandon,Holt,F,1990-12-22,Ginaville,40
969,Amanda,Stewart,M,2003-05-24,Port Matthewport,16
970,Jamie,Arias,O,1994-10-12,Katelynbury,22
971,Jennifer,Brown,O,1996-02-23,Port Kimview,36
972,Michael,Perry,M,2006-06-20,South Stephen,27
973,Sophia,Reeves,O,1987-04-24,Mezaton,30
974,Victor,Calhoun,F,1993-01-21,Rebeccabury,32
975,Dylan,Green,O,1989-05-10,Robertburgh,46
976,William,Johnson,M,1966-12-25,Rodriguezside,8
977,Jeffrey,Dillon,O,1974-07-22,New Jacqueline,14
978,Virginia,Collins,F,1975-05-08,North David,35
979,Robert,Rush,F,1997-01-25,Christinaport,14
980,Sarah,Estrada,F,1974-04-24,Hallstad,38
981,Sean,Salazar,M,1978-05-18,West Mark,43
982,Thomas,Castillo,F,1998-08-17,East Thomas,45
983,Rebekah,Cooper,F,1998-11-12,Caseport,35
984,Sergio,Wright,O,1998-12-31,Tranbury,11
985,Isabel,Potter,F,1984-12-07,Robertton,48
986,Erin,Nelson,O,1980-04-21,Port Sandraburgh,24
987,William,Hunt,O,1983-01-23,Maryhaven,29
988,Patricia,Ritter,F,1973-08-21,Lake Kathleenbury,46
989,Kyle,Cooper,O,2003-11-04,Port Timothyville,42
990,Pamela,Mayer,M,1987-05-18,North Christopherborough,6
991,Evan,Rodriguez,O,1993-07-26,Whiteberg,32
992,Lonnie,Pittman,M,1980-02-25,New Tiffanyview,30
993,Courtney,Conner,F,1996-03-22,Delgadofurt,49
994,Scott,Morgan,O,1989-02-06,Port Mary,33
995,Angela,Ellis,M,1979-08-03,Lewisborough,44
996,Cody,Perkins,M,1997-12-03,Port Cherylport,25
997,Richard,Olson,F,1989-12-29,Jacobhaven,12
998,Mario,Dickson,F,1969-04-12,Port Kevinborough,32
999,Justin,Miller,O,1968-04-14,Port Mary,49
1000,Adam,Barnes,F,1998-02-12,Robertashire,30
